3	30040311	GERENCIA DE SEGURIDAD CORPORATIVA-PRODUCCION (HDD)	8095	SRVAAAARCOLLECTORP	25599	CPU
3	30040311	GERENCIA DE SEGURIDAD CORPORATIVA-PRODUCCION (HDD)	8095	SRVAAAARCOLLECTORP	25601	DSK
3	30040311	GERENCIA DE SEGURIDAD CORPORATIVA-PRODUCCION (HDD)	8095	SRVAAAARCOLLECTORP	25600	RAM
3	30040311	GERENCIA DE SEGURIDAD CORPORATIVA-PRODUCCION (HDD)	8096	SRVAANETSKOPECTEP	25602	CPU
3	30040311	GERENCIA DE SEGURIDAD CORPORATIVA-PRODUCCION (HDD)	8096	SRVAANETSKOPECTEP	25604	DSK
3	30040311	GERENCIA DE SEGURIDAD CORPORATIVA-PRODUCCION (HDD)	8096	SRVAANETSKOPECTEP	25603	RAM
3	30040311	GERENCIA DE SEGURIDAD CORPORATIVA-PRODUCCION (HDD)	433	SRVAANGENIUSP	2199	CPU
3	30040311	GERENCIA DE SEGURIDAD CORPORATIVA-PRODUCCION (HDD)	433	SRVAANGENIUSP	2201	DSK
3	30040311	GERENCIA DE SEGURIDAD CORPORATIVA-PRODUCCION (HDD)	433	SRVAANGENIUSP	2200	RAM
3	30040311	GERENCIA DE SEGURIDAD CORPORATIVA-PRODUCCION (HDD)	433	SRVAANGENIUSP	2202	SNP
3	30040311	GERENCIA DE SEGURIDAD CORPORATIVA-PRODUCCION (HDD)	5431	srvaapanorama	17537	CPU
3	30040311	GERENCIA DE SEGURIDAD CORPORATIVA-PRODUCCION (HDD)	5431	srvaapanorama	17539	DSK
3	30040311	GERENCIA DE SEGURIDAD CORPORATIVA-PRODUCCION (HDD)	5431	srvaapanorama	17540	DSK
3	30040311	GERENCIA DE SEGURIDAD CORPORATIVA-PRODUCCION (HDD)	5431	srvaapanorama	17538	RAM
3	30040311	GERENCIA DE SEGURIDAD CORPORATIVA-PRODUCCION (HDD)	431	SRVAASEGOITDP	2188	CPU
3	30040311	GERENCIA DE SEGURIDAD CORPORATIVA-PRODUCCION (HDD)	431	SRVAASEGOITDP	2190	DSK
3	30040311	GERENCIA DE SEGURIDAD CORPORATIVA-PRODUCCION (HDD)	431	SRVAASEGOITDP	2191	DSK
3	30040311	GERENCIA DE SEGURIDAD CORPORATIVA-PRODUCCION (HDD)	431	SRVAASEGOITDP	2189	RAM
3	30040311	GERENCIA DE SEGURIDAD CORPORATIVA-PRODUCCION (HDD)	431	SRVAASEGOITDP	2197	SNP
3	30040311	GERENCIA DE SEGURIDAD CORPORATIVA-PRODUCCION (HDD)	430	SRVAASEGOITZ	2183	CPU
3	30040311	GERENCIA DE SEGURIDAD CORPORATIVA-PRODUCCION (HDD)	430	SRVAASEGOITZ	2185	DSK
3	30040311	GERENCIA DE SEGURIDAD CORPORATIVA-PRODUCCION (HDD)	430	SRVAASEGOITZ	2186	DSK
3	30040311	GERENCIA DE SEGURIDAD CORPORATIVA-PRODUCCION (HDD)	430	SRVAASEGOITZ	2184	RAM
3	30040311	GERENCIA DE SEGURIDAD CORPORATIVA-PRODUCCION (HDD)	430	SRVAASEGOITZ	2187	SNP
3	30060111	Direccion De Servicio Al Cliente-PRODUCCION (HDD)	2003	SRVAAELASTIC03P	7149	CPU
3	30060111	Direccion De Servicio Al Cliente-PRODUCCION (HDD)	2003	SRVAAELASTIC03P	7151	DSK
3	30060111	Direccion De Servicio Al Cliente-PRODUCCION (HDD)	2003	SRVAAELASTIC03P	7152	DSK
3	30060111	Direccion De Servicio Al Cliente-PRODUCCION (HDD)	2003	SRVAAELASTIC03P	7150	RAM
3	30060111	Direccion De Servicio Al Cliente-PRODUCCION (HDD)	2003	SRVAAELASTIC03P	7155	SNP
3	30060111	Direccion De Servicio Al Cliente-PRODUCCION (HDD)	339	srvaalfray05P	1624	CPU
3	30060111	Direccion De Servicio Al Cliente-PRODUCCION (HDD)	339	srvaalfray05P	1626	DSK
3	30060111	Direccion De Servicio Al Cliente-PRODUCCION (HDD)	339	srvaalfray05P	1627	DSK
3	30060111	Direccion De Servicio Al Cliente-PRODUCCION (HDD)	339	srvaalfray05P	1625	RAM
3	30060111	Direccion De Servicio Al Cliente-PRODUCCION (HDD)	339	srvaalfray05P	1628	SNP
3	30070111	Direccion De Transformación-PRODUCCION (HDD)	2002	srvaaarcher01p	7145	CPU
3	30070111	Direccion De Transformación-PRODUCCION (HDD)	2002	srvaaarcher01p	7153	DRP
3	30070111	Direccion De Transformación-PRODUCCION (HDD)	2002	srvaaarcher01p	7147	DSK
3	30070111	Direccion De Transformación-PRODUCCION (HDD)	2002	srvaaarcher01p	7148	DSK
3	30070111	Direccion De Transformación-PRODUCCION (HDD)	2002	srvaaarcher01p	7146	RAM
3	30070111	Direccion De Transformación-PRODUCCION (HDD)	2002	srvaaarcher01p	7154	SNP
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	2087	srvaagislic01p	7397	CPU
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	2087	srvaagislic01p	7399	DSK
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	2087	srvaagislic01p	7400	DSK
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	2087	srvaagislic01p	7398	RAM
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	2087	srvaagislic01p	24191	SNP
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	5472	SRVAAMAGICTVP	17660	CPU
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	5472	SRVAAMAGICTVP	17662	DSK
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	5472	SRVAAMAGICTVP	17663	DSK
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	5472	SRVAAMAGICTVP	17661	RAM
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	5472	SRVAAMAGICTVP	17855	SNP
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	7498	SRVAAPATCHMDSP	23786	CPU
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	7498	SRVAAPATCHMDSP	23793	DRP
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	7498	SRVAAPATCHMDSP	23788	DSK
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	7498	SRVAAPATCHMDSP	23787	RAM
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	7498	SRVAAPATCHMDSP	23790	SNP
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	427	srvaapivotehana	2168	CPU
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	427	srvaapivotehana	2170	DSK
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	427	srvaapivotehana	2171	DSK
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	427	srvaapivotehana	2169	RAM
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	427	srvaapivotehana	24190	SNP
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	6722	SRVDC01P	21449	CPU
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	6722	SRVDC01P	21465	DRP
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	6722	SRVDC01P	21451	DSK
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	6722	SRVDC01P	21452	DSK
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	6722	SRVDC01P	21450	RAM
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	6722	SRVDC01P	21453	SNP
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	6723	SRVDC02P	21454	CPU
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	6723	SRVDC02P	21464	DRP
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	6723	SRVDC02P	21456	DSK
3	30070311	GERENCIA DE TECNOLOGIA DE LA INFORMACION-PRODUCCION (HDD)	6723	SRVDC02P	21457	DSK
